PolicyNumber;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy;FraudFound_P
27516;Mazda;Male;Married;55;Sport;30000 to 39000;400;2;more than 4;more than 7;External;1 vehicle;Liability;0
34869;VW;Male;Married;42;Sedan;30000 to 39000;400;2;1;7 years;Internal;1 vehicle;Collision;0
1020;Toyota;Male;Married;42;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils;0
20246;VW;Male;Married;57;Sedan;30000 to 39000;400;2;1;more than 7;External;1 vehicle;All Perils;0
33146;Pontiac;Male;Married;28;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision;0
28424;Toyota;Female;Married;43;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability;0
4502;Honda;Female;Married;28;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability;0
12755;Mazda;Male;Married;54;Sport;more than 69000;400;2;none;6 years;Internal;1 vehicle;Liability;0
6643;Mazda;Male;Married;33;Sedan;20000 to 29000;400;1;none;7 years;External;1 vehicle;Collision;0
45152;Pontiac;Male;Married;50;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;Collision;0
5385;Honda;Male;Single;21;Sport;more than 69000;400;4;2 to 4;3 years;External;1 vehicle;Collision;0
29602;Toyota;Male;Married;50;Sedan;less than 20000;400;3;2 to 4;7 years;External;1 vehicle;Collision;0
28684;Toyota;Male;Married;58;Sport;20000 to 29000;400;3;more than 4;more than 7;External;1 vehicle;Liability;0
28664;Pontiac;Female;Single;38;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
2595;Mazda;Female;Married;38;Sedan;more than 69000;400;4;none;7 years;External;2 vehicles;All Perils;0
28348;Pontiac;Female;Single;27;Sport;20000 to 29000;400;4;1;5 years;External;1 vehicle;Liability;0
9457;Toyota;Male;Married;65;Sedan;20000 to 29000;700;4;2 to 4;7 years;External;1 vehicle;All Perils;0
21526;Toyota;Male;Single;26;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability;0
43342;Mazda;Female;Single;38;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;Collision;1
33560;Toyota;Male;Single;26;Sedan;30000 to 39000;400;1;none;7 years;External;1 vehicle;All Perils;0
1986;Toyota;Male;Married;44;Sedan;less than 20000;400;1;1;7 years;External;1 vehicle;All Perils;0
17404;Honda;Female;Married;38;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision;0
19009;Honda;Male;Married;41;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision;0
43710;Pontiac;Male;Single;59;Sedan;less than 20000;400;3;none;more than 7;External;1 vehicle;All Perils;0
23415;Pontiac;Male;Married;37;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Collision;0
21539;Pontiac;Male;Married;47;Utility;40000 to 59000;400;2;1;more than 7;External;1 vehicle;All Perils;0
3102;Chevrolet;Female;Single;26;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;Collision;0
31592;Chevrolet;Male;Married;59;Sedan;40000 to 59000;400;2;2 to 4;more than 7;External;1 vehicle;Collision;0
12869;Toyota;Male;Married;37;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision;0
12024;Pontiac;Male;Single;33;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;All Perils;0
11003;Chevrolet;Male;Married;36;Sport;40000 to 59000;400;4;2 to 4;more than 7;External;1 vehicle;Liability;0
36275;Pontiac;Female;Married;45;Sedan;20000 to 29000;400;1;1;7 years;External;1 vehicle;Collision;0
8435;Toyota;Male;Married;38;Sport;more than 69000;400;2;none;7 years;External;1 vehicle;Liability;0
36422;Ford;Male;Married;63;Sedan;more than 69000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;1
26701;Mazda;Male;Married;43;Sport;more than 69000;400;2;2 to 4;7 years;External;1 vehicle;Collision;0
19966;Accura;Male;Married;35;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Collision;0
46716;Pontiac;Female;Married;43;Sedan;20000 to 29000;400;3;1;more than 7;External;1 vehicle;Collision;0
16059;Toyota;Female;Single;43;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;All Perils;0
26650;Honda;Male;Single;33;Sport;more than 69000;400;1;none;5 years;External;1 vehicle;Collision;0
1541;Honda;Female;Single;32;Sedan;20000 to 29000;400;2;1;5 years;External;1 vehicle;All Perils;0
25970;Accura;Male;Married;45;Sport;40000 to 59000;400;1;2 to 4;7 years;External;1 vehicle;Liability;1
17461;Pontiac;Male;Single;29;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
32198;Chevrolet;Female;Married;55;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Collision;0
33646;Pontiac;Male;Married;43;Sport;30000 to 39000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
24983;Honda;Female;Married;28;Sport;30000 to 39000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
37839;Toyota;Female;Married;27;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision;0
25241;Toyota;Male;Married;57;Sedan;20000 to 29000;400;3;more than 4;more than 7;External;1 vehicle;All Perils;0
18615;Honda;Female;Single;26;Sport;20000 to 29000;400;3;1;6 years;External;1 vehicle;Liability;0
32216;Chevrolet;Male;Married;47;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;All Perils;0
41505;VW;Male;Married;48;Sport;40000 to 59000;400;3;1;more than 7;External;1 vehicle;Liability;0
24934;Honda;Female;Married;39;Sedan;20000 to 29000;400;2;none;6 years;External;1 vehicle;Collision;0
16233;Mercury;Male;Married;41;Sedan;more than 69000;400;3;2 to 4;3 years;External;1 vehicle;Collision;0
24859;Pontiac;Male;Single;29;Sport;30000 to 39000;400;1;1;6 years;External;1 vehicle;Liability;0
27088;Honda;Male;Married;40;Sport;30000 to 39000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
2905;Pontiac;Male;Married;60;Sedan;20000 to 29000;400;4;1;more than 7;External;1 vehicle;Collision;0
21469;Mazda;Male;Married;55;Sedan;30000 to 39000;400;4;none;more than 7;External;2 vehicles;Collision;0
36541;Mazda;Male;Married;28;Sport;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Liability;0
43655;Mazda;Female;Married;34;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Collision;0
41982;VW;Male;Single;33;Sedan;30000 to 39000;400;3;none;7 years;External;1 vehicle;Collision;0
6673;Honda;Male;Married;46;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
16796;Pontiac;Male;Married;28;Sport;30000 to 39000;400;2;none;7 years;External;1 vehicle;Liability;0
30604;Toyota;Male;Married;52;Sedan;30000 to 39000;400;3;1;more than 7;External;1 vehicle;Collision;0
33148;Chevrolet;Male;Married;48;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;Collision;0
19376;Toyota;Female;Single;31;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
33067;Honda;Male;Married;42;Sport;20000 to 29000;400;3;1;7 years;External;1 vehicle;Liability;0
43703;Chevrolet;Male;Married;36;Utility;more than 69000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
12780;Pontiac;Female;Married;54;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Collision;0
48463;Honda;Male;Single;0;Sedan;more than 69000;400;3;none;new;External;1 vehicle;Collision;0
5316;Pontiac;Male;Married;73;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;All Perils;0
47237;Ford;Male;Married;46;Utility;30000 to 39000;400;4;1;more than 7;External;1 vehicle;All Perils;0
15503;Honda;Male;Married;36;Sedan;30000 to 39000;400;2;1;5 years;External;1 vehicle;All Perils;0
9714;Chevrolet;Male;Married;48;Sedan;30000 to 39000;400;1;1;more than 7;External;1 vehicle;Collision;0
22458;Toyota;Male;Married;32;Sedan;less than 20000;400;1;2 to 4;6 years;External;1 vehicle;All Perils;0
31231;Toyota;Male;Married;29;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision;0
30873;Chevrolet;Male;Married;28;Sedan;30000 to 39000;400;1;1;7 years;External;1 vehicle;Collision;0
28588;Toyota;Female;Single;34;Sedan;20000 to 29000;400;3;more than 4;6 years;External;1 vehicle;Collision;0
29157;Chevrolet;Male;Married;26;Sport;40000 to 59000;400;3;2 to 4;7 years;External;2 vehicles;Liability;0
25197;Toyota;Male;Married;27;Sedan;20000 to 29000;400;2;none;5 years;External;1 vehicle;All Perils;0
36010;Honda;Male;Married;31;Sedan;20000 to 29000;400;2;none;5 years;External;1 vehicle;All Perils;0
20145;Pontiac;Male;Married;39;Sedan;20000 to 29000;400;3;1;5 years;External;1 vehicle;All Perils;0
30377;Saturn;Male;Single;24;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;All Perils;0
642;Saab;Male;Married;47;Sedan;40000 to 59000;400;3;1;more than 7;External;1 vehicle;All Perils;0
3426;Mazda;Male;Married;34;Sport;20000 to 29000;400;2;1;6 years;External;1 vehicle;Liability;0
19823;Pontiac;Male;Single;51;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;Collision;0
5416;Mazda;Male;Married;43;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision;0
45814;Mazda;Male;Single;27;Sedan;30000 to 39000;400;1;1;6 years;External;1 vehicle;Collision;0
41421;Mazda;Male;Single;29;Sport;30000 to 39000;400;1;2 to 4;6 years;External;1 vehicle;Liability;0
16117;Toyota;Male;Married;33;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;All Perils;1
47466;Accura;Male;Married;42;Sedan;more than 69000;400;2;none;more than 7;External;1 vehicle;All Perils;0
19000;Honda;Male;Married;75;Sport;20000 to 29000;400;1;2 to 4;more than 7;External;1 vehicle;Liability;0
17272;Pontiac;Male;Married;37;Sedan;30000 to 39000;400;4;none;7 years;External;1 vehicle;Collision;0
40657;Honda;Male;Married;51;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability;0
9973;VW;Male;Married;78;Sedan;40000 to 59000;400;2;none;more than 7;External;1 vehicle;All Perils;0
27763;Pontiac;Male;Single;31;Sport;30000 to 39000;400;3;1;7 years;External;1 vehicle;Liability;0
5381;Pontiac;Male;Married;65;Sport;30000 to 39000;400;1;1;more than 7;External;3 to 4;Liability;0
31627;Honda;Male;Married;42;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
24409;Honda;Male;Single;0;Sport;more than 69000;400;4;2 to 4;new;External;1 vehicle;Liability;0
18881;Toyota;Male;Married;53;Sport;30000 to 39000;400;1;1;more than 7;External;1 vehicle;Liability;0
38141;Honda;Male;Single;0;Sedan;more than 69000;400;1;none;new;External;1 vehicle;All Perils;0
20304;Toyota;Female;Single;22;Sedan;less than 20000;400;2;none;3 years;External;1 vehicle;Collision;0
30212;Mazda;Male;Married;41;Sedan;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Collision;0
27612;Pontiac;Female;Single;39;Sedan;less than 20000;400;4;2 to 4;7 years;External;1 vehicle;All Perils;0
18731;Mazda;Male;Single;29;Sedan;20000 to 29000;500;3;none;6 years;External;1 vehicle;Collision;0
27727;Honda;Male;Single;34;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
31624;Chevrolet;Female;Married;39;Sport;more than 69000;700;2;none;7 years;External;1 vehicle;Liability;0
7736;Pontiac;Male;Single;66;Sedan;less than 20000;400;4;1;more than 7;External;1 vehicle;All Perils;1
18001;Toyota;Male;Single;34;Sport;more than 69000;400;2;none;7 years;External;1 vehicle;Liability;0
33102;Honda;Male;Single;44;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;Collision;0
20187;Pontiac;Male;Married;42;Sedan;less than 20000;400;2;none;7 years;External;1 vehicle;All Perils;0
46885;Honda;Male;Married;59;Sedan;20000 to 29000;400;1;1;more than 7;External;1 vehicle;All Perils;0
17181;Pontiac;Male;Married;37;Sport;less than 20000;400;1;2 to 4;7 years;External;1 vehicle;Liability;0
39725;Honda;Female;Married;29;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;All Perils;0
42261;Pontiac;Male;Married;56;Sedan;30000 to 39000;400;1;2 to 4;more than 7;External;1 vehicle;Collision;0
2569;Honda;Male;Married;65;Sedan;20000 to 29000;400;1;2 to 4;more than 7;External;3 to 4;Collision;0
31770;Mazda;Male;Married;51;Utility;more than 69000;400;4;2 to 4;7 years;External;1 vehicle;All Perils;0
26777;Toyota;Male;Married;53;Sedan;less than 20000;400;4;1;more than 7;External;1 vehicle;All Perils;0
48885;Honda;Female;Married;56;Sport;20000 to 29000;400;4;1;more than 7;External;1 vehicle;Liability;0
3051;Mazda;Male;Married;51;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision;0
2961;Toyota;Male;Married;29;Sedan;20000 to 29000;400;1;none;6 years;External;1 vehicle;Collision;0
33815;Chevrolet;Female;Married;64;Sport;40000 to 59000;400;3;2 to 4;more than 7;External;1 vehicle;Liability;0
33156;Mazda;Male;Married;40;Sedan;more than 69000;400;1;2 to 4;6 years;External;1 vehicle;Collision;0
18652;Honda;Male;Married;45;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;Collision;0
23214;Chevrolet;Female;Married;55;Sedan;20000 to 29000;400;2;2 to 4;5 years;External;1 vehicle;Collision;0
34036;Mazda;Male;Married;45;Sport;more than 69000;400;3;none;7 years;External;1 vehicle;Collision;0
10597;Honda;Male;Married;39;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
3909;Honda;Male;Married;55;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Collision;0
13488;VW;Male;Married;64;Sport;60000 to 69000;400;1;more than 4;more than 7;External;1 vehicle;Liability;0
5938;Honda;Male;Married;46;Sport;30000 to 39000;400;3;more than 4;more than 7;External;1 vehicle;Liability;0
38148;Toyota;Male;Single;26;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;Collision;1
23624;Pontiac;Male;Married;63;Sedan;more than 69000;400;4;none;more than 7;External;1 vehicle;All Perils;0
8930;Chevrolet;Female;Married;45;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision;0
13300;Chevrolet;Male;Married;63;Sedan;30000 to 39000;400;2;2 to 4;more than 7;External;1 vehicle;All Perils;0
26981;Mercury;Male;Married;36;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;All Perils;1
6681;Pontiac;Male;Married;50;Sedan;less than 20000;400;4;none;more than 7;External;1 vehicle;All Perils;0
15790;Chevrolet;Male;Married;40;Sport;30000 to 39000;400;2;more than 4;more than 7;External;1 vehicle;Liability;0
35992;VW;Male;Married;51;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision;0
40488;Honda;Male;Single;24;Sport;20000 to 29000;400;3;2 to 4;5 years;External;1 vehicle;Liability;0
48841;Chevrolet;Male;Married;34;Sedan;30000 to 39000;400;1;none;7 years;External;1 vehicle;Collision;0
39513;Chevrolet;Male;Married;47;Sedan;30000 to 39000;400;2;1;more than 7;External;1 vehicle;Collision;0
30012;Pontiac;Male;Married;63;Sedan;less than 20000;400;1;1;more than 7;External;1 vehicle;All Perils;0
25027;Mazda;Male;Married;29;Sedan;20000 to 29000;400;4;1;5 years;External;1 vehicle;Collision;0
4520;Mercury;Male;Single;34;Sport;more than 69000;400;2;1;7 years;External;1 vehicle;Liability;0
20854;Toyota;Male;Married;57;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils;0
41836;Toyota;Female;Married;44;Sport;20000 to 29000;400;4;none;6 years;External;1 vehicle;Liability;0
31541;Toyota;Male;Married;46;Sedan;20000 to 29000;400;4;none;more than 7;External;1 vehicle;All Perils;0
22895;VW;Male;Married;31;Sedan;60000 to 69000;400;2;2 to 4;7 years;External;1 vehicle;Collision;0
18804;Mazda;Male;Single;30;Sport;more than 69000;400;2;2 to 4;5 years;External;1 vehicle;Collision;0
48998;Chevrolet;Male;Married;35;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
18598;Pontiac;Male;Married;26;Sedan;20000 to 29000;400;2;1;7 years;External;1 vehicle;Collision;0
12844;Honda;Male;Married;30;Sport;30000 to 39000;400;1;more than 4;6 years;External;1 vehicle;Liability;0
38732;Accura;Male;Married;41;Sedan;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Collision;0
41276;Chevrolet;Male;Married;45;Sedan;more than 69000;400;2;none;7 years;External;1 vehicle;Collision;0
42553;Honda;Male;Married;68;Sedan;20000 to 29000;400;3;none;more than 7;External;1 vehicle;All Perils;1
41450;Toyota;Male;Married;41;Sedan;less than 20000;400;3;none;7 years;External;1 vehicle;All Perils;0
42050;Chevrolet;Female;Married;38;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Collision;0
16424;Honda;Male;Married;27;Sedan;more than 69000;400;2;none;6 years;External;1 vehicle;Collision;0
36095;Mazda;Male;Single;28;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Collision;0
541;Pontiac;Male;Married;54;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils;0
49064;Toyota;Female;Married;34;Sedan;30000 to 39000;400;4;none;7 years;External;1 vehicle;All Perils;0
4585;Pontiac;Male;Married;33;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability;0
19476;Chevrolet;Male;Married;52;Sport;20000 to 29000;400;3;more than 4;7 years;External;3 to 4;Liability;0
26840;Honda;Male;Married;30;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
11496;Mazda;Male;Married;50;Sedan;30000 to 39000;400;3;1;7 years;External;1 vehicle;Collision;0
44798;Honda;Female;Single;27;Sedan;more than 69000;400;3;2 to 4;new;External;2 vehicles;Collision;0
22949;Toyota;Female;Married;45;Sport;30000 to 39000;400;3;1;7 years;External;1 vehicle;Liability;0
19307;Pontiac;Male;Married;74;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;All Perils;1
1553;Accura;Female;Single;39;Sport;more than 69000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
48416;Chevrolet;Female;Single;27;Sedan;20000 to 29000;400;2;1;6 years;External;1 vehicle;All Perils;0
7783;Mazda;Female;Married;29;Sport;20000 to 29000;400;3;2 to 4;5 years;External;2 vehicles;Liability;0
42287;Pontiac;Male;Single;34;Sport;20000 to 29000;400;2;more than 4;6 years;External;1 vehicle;Liability;0
11962;Pontiac;Male;Married;38;Sedan;20000 to 29000;400;4;1;7 years;External;1 vehicle;All Perils;0
37854;Pontiac;Male;Married;52;Sedan;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Collision;0
44280;Honda;Male;Married;28;Sedan;less than 20000;400;3;2 to 4;4 years;External;1 vehicle;All Perils;0
23338;Honda;Male;Single;0;Sport;more than 69000;400;3;2 to 4;new;External;1 vehicle;Liability;0
38465;Toyota;Male;Single;31;Sedan;20000 to 29000;400;4;none;6 years;External;1 vehicle;All Perils;0
40146;Honda;Female;Married;74;Sedan;20000 to 29000;400;3;2 to 4;5 years;Internal;1 vehicle;Collision;0
14181;Pontiac;Male;Married;46;Sedan;30000 to 39000;400;1;none;more than 7;External;1 vehicle;Collision;0
30352;Toyota;Male;Married;41;Sport;20000 to 29000;400;3;more than 4;7 years;External;1 vehicle;Liability;0
11554;Toyota;Male;Single;29;Sedan;20000 to 29000;400;2;2 to 4;6 years;External;1 vehicle;Collision;0
28413;Honda;Male;Married;59;Sedan;20000 to 29000;400;2;2 to 4;7 years;External;1 vehicle;Collision;0
2043;Toyota;Female;Married;29;Sedan;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Collision;0
7428;Honda;Male;Married;40;Sedan;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;Collision;0
23983;Chevrolet;Male;Single;49;Sedan;more than 69000;400;2;none;more than 7;External;3 to 4;All Perils;1
1134;Saab;Male;Married;27;Sedan;30000 to 39000;400;2;none;7 years;External;1 vehicle;All Perils;0
1387;Ford;Male;Married;42;Sedan;more than 69000;400;2;none;more than 7;External;1 vehicle;Collision;0
12230;Accura;Male;Married;40;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;All Perils;0
9358;Mazda;Female;Married;55;Sedan;20000 to 29000;400;1;none;more than 7;External;2 vehicles;All Perils;0
1996;Toyota;Male;Married;40;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;All Perils;0
36132;Toyota;Male;Single;26;Sport;30000 to 39000;400;2;2 to 4;7 years;External;1 vehicle;Liability;0
23152;Toyota;Male;Married;51;Sport;20000 to 29000;400;4;more than 4;7 years;External;1 vehicle;Liability;0
48661;Mazda;Male;Married;29;Sport;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;Liability;0
36950;Honda;Male;Married;51;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability;0
