Month;WeekOfMonth;DayOfWeek;AccidentArea;DayOfWeekClaimed;MonthClaimed;WeekOfMonthClaimed;PolicyNumber;Fault;RepNumber;Days_Policy_Accident;Days_Policy_Claim;PoliceReportFiled;WitnessPresent;NumberOfSuppliments;AddressChange_Claim;Year;FraudFound_P;Make;Sex;MaritalStatus;Age;VehicleCategory;VehiclePrice;Deductible;DriverRating;PastNumberOfClaims;AgeOfVehicle;AgentType;NumberOfCars;BasePolicy
Dec;1;Wednesday;Rural;Tuesday;Dec;2;9514;Third Party;1;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Female;Widow;45;Sedan;more than 69000;400;4;2 to 4;more than 7;External;1 vehicle;Collision
Sep;1;Thursday;Urban;Friday;Sep;1;42683;Third Party;15;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;34;Sedan;20000 to 29000;400;3;none;5 years;External;1 vehicle;All Perils
Dec;2;Monday;Urban;Monday;Dec;2;1350;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1996;0;Honda;Female;Married;36;Sport;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Liability
Oct;2;Friday;Urban;Friday;Oct;2;30051;Policy Holder;16;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Male;Single;27;Sport;20000 to 29000;400;4;more than 4;6 years;External;1 vehicle;Liability
May;3;Friday;Urban;Thursday;May;4;9682;Policy Holder;4;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Dodge;Male;Married;31;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Aug;2;Wednesday;Rural;Thursday;Aug;3;3113;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1996;0;Chevrolet;Male;Married;40;Sedan;40000 to 59000;400;2;none;7 years;External;1 vehicle;Collision
Apr;2;Monday;Urban;Tuesday;Apr;2;756;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;0;Sport;more than 69000;400;1;none;new;External;1 vehicle;Liability
May;1;Friday;Urban;Monday;May;2;29692;Third Party;16;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mazda;Male;Married;39;Sedan;more than 69000;700;4;none;7 years;External;1 vehicle;Collision
Dec;1;Monday;Urban;Monday;Dec;1;15360;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Male;Single;29;Sedan;20000 to 29000;400;4;2 to 4;5 years;External;1 vehicle;All Perils
May;2;Saturday;Urban;Friday;May;3;8470;Third Party;13;more than 30;more than 30;No;No;none;no change;1994;0;Pontiac;Male;Married;38;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Aug;1;Monday;Urban;Tuesday;Aug;1;33588;Third Party;9;more than 30;more than 30;No;No;more than 5;no change;1994;0;Chevrolet;Male;Married;32;Sedan;30000 to 39000;400;2;1;6 years;External;1 vehicle;Collision
Mar;1;Thursday;Urban;Friday;Mar;1;21711;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Female;Married;50;Sport;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Liability
Jan;5;Friday;Urban;Tuesday;Feb;1;45522;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Single;30;Sedan;20000 to 29000;400;4;2 to 4;6 years;External;1 vehicle;All Perils
Mar;1;Monday;Urban;Wednesday;Mar;2;14310;Third Party;2;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Male;Married;64;Sedan;30000 to 39000;400;3;1;7 years;External;1 vehicle;All Perils
Feb;3;Sunday;Urban;Wednesday;Mar;1;34245;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Female;Married;62;Sport;30000 to 39000;400;3;more than 4;7 years;External;1 vehicle;Liability
Oct;3;Tuesday;Urban;Tuesday;Oct;3;11820;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Male;Single;33;Sport;20000 to 29000;400;2;2 to 4;5 years;External;1 vehicle;Liability
Oct;3;Friday;Urban;Monday;Oct;4;39126;Policy Holder;15;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;43;Sedan;20000 to 29000;400;4;2 to 4;5 years;External;3 to 4;All Perils
Nov;4;Wednesday;Urban;Wednesday;Nov;4;29773;Third Party;6;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Mazda;Male;Married;59;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;Collision
Feb;5;Monday;Urban;Friday;Mar;1;15602;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Mercury;Male;Married;49;Sport;20000 to 29000;400;4;more than 4;more than 7;External;1 vehicle;Liability
Jan;2;Monday;Urban;Friday;Jan;2;3172;Third Party;8;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Female;Married;31;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Sep;3;Wednesday;Urban;Wednesday;Sep;3;35481;Policy Holder;14;more than 30;more than 30;No;No;none;no change;1994;0;Ford;Male;Married;36;Sedan;30000 to 39000;400;1;2 to 4;more than 7;External;1 vehicle;Collision
May;3;Sunday;Urban;Friday;May;3;41006;Policy Holder;4;more than 30;more than 30;No;No;more than 5;no change;1994;0;Toyota;Female;Single;31;Sport;20000 to 29000;400;3;more than 4;6 years;External;1 vehicle;Liability
Mar;3;Thursday;Urban;Thursday;Mar;3;37373;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;26;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Mar;3;Saturday;Urban;Friday;Apr;1;44440;Third Party;11;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Single;24;Sedan;30000 to 39000;400;4;1;5 years;External;1 vehicle;Collision
Sep;2;Saturday;Urban;Monday;Apr;3;2083;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Single;0;Sport;more than 69000;400;2;1;new;External;1 vehicle;All Perils
Jan;2;Monday;Urban;Wednesday;Jan;2;6281;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Ford;Male;Married;27;Sedan;40000 to 59000;400;3;more than 4;7 years;External;1 vehicle;Collision
Mar;4;Tuesday;Urban;Tuesday;Mar;4;41749;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Female;Married;34;Sedan;20000 to 29000;400;2;2 to 4;5 years;External;1 vehicle;Collision
Apr;4;Sunday;Urban;Tuesday;May;1;17939;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1994;1;Pontiac;Male;Single;30;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;Collision
Jun;2;Friday;Urban;Friday;Jun;2;43492;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;43;Sedan;30000 to 39000;400;4;2 to 4;more than 7;External;1 vehicle;Collision
Dec;1;Thursday;Urban;Monday;Dec;4;19435;Third Party;10;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Toyota;Female;Married;49;Sedan;30000 to 39000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Jun;4;Friday;Urban;Monday;Jun;4;3598;Third Party;6;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Married;64;Sedan;30000 to 39000;400;2;none;more than 7;External;1 vehicle;All Perils
Jan;4;Thursday;Urban;Monday;Feb;1;3942;Third Party;11;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Married;59;Sedan;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Sep;2;Wednesday;Urban;Wednesday;Sep;2;35079;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1996;1;Pontiac;Male;Single;31;Sedan;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Collision
Jan;3;Sunday;Urban;Friday;Jan;3;17094;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Married;32;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;All Perils
Aug;4;Friday;Urban;Tuesday;Aug;5;35543;Policy Holder;15;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Pontiac;Male;Single;54;Sedan;20000 to 29000;400;3;none;6 years;External;1 vehicle;All Perils
Dec;1;Thursday;Urban;Monday;Dec;1;37099;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;57;Sport;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Liability
Oct;5;Monday;Urban;Thursday;Nov;2;36967;Policy Holder;13;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;33;Sedan;20000 to 29000;400;1;1;6 years;External;1 vehicle;Collision
Jun;3;Tuesday;Urban;Tuesday;Jun;3;43475;Policy Holder;14;more than 30;more than 30;No;No;1 to 2;4 to 8 years;1994;0;Honda;Male;Single;31;Sport;20000 to 29000;400;1;2 to 4;6 years;External;2 vehicles;Liability
Dec;1;Tuesday;Urban;Wednesday;Dec;3;7362;Policy Holder;12;more than 30;more than 30;No;No;more than 5;no change;1995;0;Mercury;Male;Single;34;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Sep;1;Saturday;Urban;Monday;Sep;1;47664;Policy Holder;2;15 to 30;more than 30;No;No;3 to 5;no change;1994;0;Toyota;Male;Married;30;Sport;20000 to 29000;400;3;1;5 years;External;1 vehicle;Liability
Feb;1;Monday;Urban;Friday;Feb;2;39115;Policy Holder;16;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Accura;Female;Married;37;Sedan;30000 to 39000;400;3;none;7 years;External;1 vehicle;Collision
Apr;5;Sunday;Urban;Wednesday;May;1;44520;Policy Holder;9;15 to 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Married;43;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;Collision
Jul;3;Monday;Urban;Tuesday;Jul;3;24254;Third Party;5;more than 30;more than 30;No;No;3 to 5;no change;1996;0;Honda;Male;Married;31;Sedan;more than 69000;400;1;1;7 years;External;1 vehicle;All Perils
Jan;3;Thursday;Urban;Thursday;Feb;1;23383;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Male;Married;50;Sport;more than 69000;400;1;none;more than 7;External;1 vehicle;Collision
Jun;2;Friday;Urban;Monday;Jun;3;42108;Third Party;7;more than 30;more than 30;No;No;more than 5;no change;1996;0;Mazda;Male;Married;36;Sedan;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Apr;5;Saturday;Urban;Thursday;May;1;48276;Policy Holder;9;more than 30;more than 30;No;No;1 to 2;no change;1996;1;Pontiac;Male;Single;35;Sedan;less than 20000;400;3;none;6 years;External;1 vehicle;All Perils
Jan;3;Monday;Urban;Tuesday;Jan;3;31332;Third Party;6;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Single;56;Sport;20000 to 29000;400;3;none;more than 7;External;1 vehicle;Liability
Jun;1;Tuesday;Urban;Monday;Jun;2;21308;Policy Holder;8;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Male;Married;39;Sedan;20000 to 29000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Jun;3;Friday;Urban;Tuesday;Jun;4;41118;Policy Holder;12;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Female;Single;35;Sedan;20000 to 29000;400;4;none;5 years;Internal;1 vehicle;Collision
Nov;2;Saturday;Urban;Thursday;Dec;4;12601;Policy Holder;3;more than 30;more than 30;Yes;No;3 to 5;no change;1996;0;Pontiac;Male;Married;76;Sedan;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
Feb;4;Monday;Rural;Tuesday;Feb;4;19388;Policy Holder;7;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;40;Sedan;20000 to 29000;400;2;none;7 years;External;1 vehicle;Collision
Mar;1;Thursday;Urban;Friday;Mar;1;7544;Policy Holder;11;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;33;Sport;20000 to 29000;400;1;1;6 years;External;1 vehicle;Liability
Apr;2;Monday;Urban;Wednesday;Apr;2;6028;Policy Holder;5;more than 30;more than 30;No;No;more than 5;no change;1995;0;Honda;Female;Married;45;Sport;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Apr;1;Monday;Urban;Friday;Apr;4;29731;Policy Holder;16;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;36;Sport;30000 to 39000;400;4;2 to 4;7 years;External;1 vehicle;Liability
Oct;3;Monday;Urban;Monday;Oct;3;28082;Policy Holder;6;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Toyota;Male;Single;38;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;Collision
Nov;2;Saturday;Rural;Wednesday;Nov;3;38145;Third Party;15;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Mazda;Male;Single;32;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision
Aug;3;Thursday;Urban;Thursday;Aug;3;8197;Policy Holder;16;more than 30;more than 30;No;No;more than 5;no change;1994;0;Mazda;Male;Married;50;Sedan;20000 to 29000;400;3;1;7 years;External;1 vehicle;Collision
Sep;5;Wednesday;Urban;Monday;Oct;1;33947;Policy Holder;10;more than 30;more than 30;No;No;none;no change;1995;0;Mercury;Male;Married;51;Sedan;less than 20000;400;1;none;6 years;External;1 vehicle;All Perils
Dec;2;Saturday;Urban;Tuesday;Dec;2;13470;Policy Holder;8;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Male;Married;54;Sport;20000 to 29000;400;1;1;more than 7;External;1 vehicle;Liability
Dec;4;Sunday;Urban;Tuesday;Nov;3;19796;Policy Holder;1;more than 30;more than 30;No;No;more than 5;no change;1994;0;Pontiac;Male;Divorced;32;Sedan;more than 69000;400;2;2 to 4;6 years;External;1 vehicle;Collision
Feb;2;Sunday;Urban;Monday;Feb;2;21854;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1994;0;Toyota;Male;Single;36;Sport;20000 to 29000;400;4;none;7 years;External;1 vehicle;Liability
Oct;1;Tuesday;Urban;Tuesday;Nov;5;15740;Policy Holder;15;more than 30;more than 30;No;No;none;no change;1996;0;Mazda;Male;Married;41;Sport;20000 to 29000;400;1;2 to 4;7 years;Internal;1 vehicle;Liability
Sep;2;Wednesday;Urban;Monday;Sep;3;1418;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1994;0;Honda;Female;Divorced;46;Sport;20000 to 29000;400;4;2 to 4;7 years;External;3 to 4;Liability
May;1;Tuesday;Urban;Wednesday;May;1;6068;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1994;0;Honda;Male;Single;41;Sedan;20000 to 29000;400;3;2 to 4;6 years;External;1 vehicle;Collision
Dec;1;Sunday;Urban;Monday;Dec;1;1213;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1995;0;Mazda;Female;Married;29;Sedan;30000 to 39000;400;3;none;7 years;External;1 vehicle;Collision
Jan;1;Tuesday;Urban;Thursday;Jan;1;46197;Third Party;12;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Single;31;Sedan;20000 to 29000;400;4;2 to 4;7 years;External;1 vehicle;All Perils
Mar;3;Wednesday;Urban;Thursday;Mar;3;46229;Third Party;10;more than 30;more than 30;No;No;3 to 5;no change;1995;0;Pontiac;Female;Single;33;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
May;1;Wednesday;Urban;Monday;May;2;23834;Policy Holder;5;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Female;Married;40;Sedan;less than 20000;400;4;none;7 years;External;1 vehicle;All Perils
Mar;3;Thursday;Urban;Monday;Mar;3;16986;Policy Holder;3;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Dodge;Male;Single;29;Sport;20000 to 29000;400;1;more than 4;6 years;External;1 vehicle;Liability
May;3;Sunday;Rural;Wednesday;May;3;31562;Policy Holder;10;more than 30;more than 30;No;No;more than 5;no change;1996;1;Honda;Male;Married;60;Sedan;20000 to 29000;400;2;more than 4;more than 7;External;1 vehicle;Collision
Sep;3;Tuesday;Urban;Wednesday;Sep;4;12011;Policy Holder;11;more than 30;more than 30;No;No;none;no change;1994;0;Accura;Male;Married;38;Sedan;30000 to 39000;400;2;none;7 years;External;1 vehicle;All Perils
Jun;3;Wednesday;Urban;Saturday;Jun;3;15975;Policy Holder;9;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Male;Married;61;Sedan;30000 to 39000;400;1;2 to 4;more than 7;External;1 vehicle;All Perils
Aug;2;Wednesday;Urban;Tuesday;Aug;3;37047;Policy Holder;5;more than 30;more than 30;No;No;none;no change;1994;0;Ford;Male;Married;27;Sedan;30000 to 39000;400;2;more than 4;7 years;External;1 vehicle;All Perils
May;3;Monday;Urban;Wednesday;May;3;10502;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Female;Single;33;Sport;20000 to 29000;400;1;2 to 4;6 years;External;1 vehicle;Liability
Mar;2;Thursday;Urban;Friday;Mar;2;38312;Third Party;2;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Male;Married;63;Sedan;20000 to 29000;400;1;none;more than 7;External;1 vehicle;Collision
Aug;4;Friday;Urban;Tuesday;Aug;5;4540;Policy Holder;1;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;36;Sedan;20000 to 29000;400;4;none;7 years;External;1 vehicle;All Perils
Dec;1;Saturday;Rural;Wednesday;Dec;2;26747;Third Party;2;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;65;Sedan;20000 to 29000;400;2;1;more than 7;External;1 vehicle;All Perils
Jan;1;Monday;Urban;Tuesday;Jan;1;11522;Policy Holder;3;more than 30;more than 30;No;No;more than 5;no change;1996;0;Honda;Male;Married;42;Sedan;more than 69000;400;2;2 to 4;7 years;External;1 vehicle;Collision
Dec;2;Tuesday;Urban;Thursday;Dec;3;46292;Policy Holder;14;more than 30;more than 30;No;No;none;4 to 8 years;1996;0;Honda;Female;Married;44;Sport;20000 to 29000;400;3;more than 4;5 years;External;2 vehicles;Liability
Jul;3;Monday;Urban;Monday;Aug;3;37163;Policy Holder;13;more than 30;more than 30;No;No;more than 5;no change;1996;0;Toyota;Female;Single;22;Sedan;20000 to 29000;400;1;none;5 years;External;1 vehicle;All Perils
Dec;3;Monday;Urban;Thursday;Dec;4;233;Third Party;8;more than 30;more than 30;No;No;1 to 2;no change;1994;0;Pontiac;Male;Single;18;Sedan;20000 to 29000;400;3;2 to 4;4 years;External;1 vehicle;Collision
Jan;4;Monday;Urban;Friday;Feb;2;33655;Policy Holder;11;none;more than 30;No;No;none;no change;1995;0;Mazda;Male;Married;41;Utility;more than 69000;400;1;none;7 years;External;1 vehicle;All Perils
Oct;1;Saturday;Urban;Friday;Oct;5;47513;Policy Holder;5;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Honda;Male;Married;52;Sedan;20000 to 29000;400;2;none;more than 7;External;1 vehicle;All Perils
Jan;1;Tuesday;Urban;Monday;Jan;2;23131;Policy Holder;8;more than 30;more than 30;No;No;none;no change;1996;0;Toyota;Female;Married;33;Sedan;less than 20000;400;3;2 to 4;3 years;External;1 vehicle;All Perils
Jan;3;Saturday;Urban;Monday;Jan;3;5142;Policy Holder;12;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Pontiac;Male;Married;36;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability
Oct;1;Friday;Urban;Friday;Oct;1;13907;Policy Holder;3;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;50;Sedan;30000 to 39000;400;3;2 to 4;more than 7;External;1 vehicle;Collision
May;2;Thursday;Urban;Tuesday;May;4;23022;Third Party;7;more than 30;more than 30;No;No;more than 5;no change;1996;0;Pontiac;Female;Married;51;Sedan;20000 to 29000;400;4;2 to 4;more than 7;External;1 vehicle;Collision
Jul;5;Thursday;Urban;Tuesday;Jan;2;30763;Policy Holder;2;more than 30;more than 30;No;No;none;no change;1995;0;Chevrolet;Male;Married;61;Sedan;30000 to 39000;400;1;1;more than 7;External;1 vehicle;All Perils
May;3;Monday;Urban;Tuesday;May;3;45445;Third Party;14;more than 30;more than 30;No;No;1 to 2;no change;1996;0;Pontiac;Male;Married;27;Sedan;30000 to 39000;400;3;2 to 4;7 years;External;1 vehicle;Collision
Nov;4;Saturday;Urban;Monday;Nov;5;39220;Policy Holder;11;more than 30;more than 30;No;No;more than 5;no change;1995;0;Pontiac;Male;Married;64;Sedan;30000 to 39000;400;4;none;more than 7;External;1 vehicle;Collision
Feb;1;Thursday;Urban;Monday;Feb;2;28780;Third Party;12;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Mazda;Female;Single;28;Sedan;20000 to 29000;400;4;1;6 years;External;1 vehicle;Collision
Jun;2;Saturday;Urban;Wednesday;Jun;3;16857;Policy Holder;9;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;43;Sport;20000 to 29000;400;3;2 to 4;7 years;External;1 vehicle;Liability
May;4;Monday;Urban;Wednesday;May;4;24849;Policy Holder;13;15 to 30;more than 30;No;No;3 to 5;no change;1996;0;Mazda;Male;Single;24;Sport;20000 to 29000;400;2;2 to 4;5 years;External;1 vehicle;Liability
Jun;2;Monday;Urban;Tuesday;Jun;3;15441;Policy Holder;2;more than 30;more than 30;No;No;3 to 5;no change;1994;0;Honda;Male;Married;51;Sport;20000 to 29000;400;2;more than 4;7 years;External;1 vehicle;Liability
Sep;4;Tuesday;Urban;Tuesday;Sep;4;42594;Policy Holder;6;more than 30;more than 30;No;No;none;no change;1995;0;Honda;Male;Married;37;Sedan;20000 to 29000;400;1;2 to 4;7 years;External;1 vehicle;Collision
Jul;3;Monday;Urban;Monday;Jul;3;35959;Policy Holder;7;more than 30;more than 30;No;No;1 to 2;no change;1995;0;Honda;Male;Single;34;Sport;20000 to 29000;400;1;1;6 years;External;1 vehicle;Liability
Apr;4;Friday;Urban;Tuesday;Apr;4;22692;Policy Holder;4;more than 30;more than 30;No;No;none;no change;1995;0;Pontiac;Male;Married;46;Utility;40000 to 59000;400;1;2 to 4;7 years;External;1 vehicle;All Perils
